"author","date","identifier","language","og_url","pdf_download_link","pdf_link","publisher","title","keywords","subjects"
"Mauricio Terrones and Humberto Terrones","2004-10-15","10.1098/rsta.2004.1439","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.1439","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.1439?download=true","/doi/epdf/10.1098/rsta.2004.1439","The Royal Society","Introduction","",""
"H. Kroto","2004-10-15","10.1098/rsta.2004.1441","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.1441","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.1441?download=true","/doi/epdf/10.1098/rsta.2004.1441","The Royal Society","Preface","",""
"John Leonard Celistus Culhane","1991-09-16","10.1098/rsta.1991.0083","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1991.0083","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1991.0083?download=true","/doi/epdf/10.1098/rsta.1991.0083","The Royal SocietyLondon","Preface","",""
"Andrea C. Ferrari and John Robertson","2004-11-15","10.1098/rsta.2004.1453","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.1453","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.1453?download=true","/doi/epdf/10.1098/rsta.2004.1453","The Royal Society","Preface","",""
"Robert Millner Shackleton","1988-12-12","10.1098/rsta.1988.0120","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1988.0120","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1988.0120?download=true","/doi/epdf/10.1098/rsta.1988.0120","The Royal SocietyLondon","Preface","",""
"H. G. Reading","1986-04-25","10.1098/rsta.1986.0019","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1986.0019","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1986.0019?download=true","/doi/epdf/10.1098/rsta.1986.0019","The Royal SocietyLondon","Tribute to Janet V. Watson, F. R. S","",""
"Patrick Maynard Stuart Blackett","1970-12-31","10.1098/rsta.1970.0080","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1970.0080","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1970.0080?download=true","/doi/epdf/10.1098/rsta.1970.0080","The Royal SocietyLondon","Preface","",""
"Michael James Lighthill","1972-09-05","10.1098/rsta.1972.0076","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1972.0076","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1972.0076?download=true","/doi/epdf/10.1098/rsta.1972.0076","The Royal SocietyLondon","A discussion on ship technology in the 1980s - Introductory remarks","",""
"David George Kendall","1974-05-02","10.1098/rsta.1974.0005","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1974.0005","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1974.0005?download=true","/doi/epdf/10.1098/rsta.1974.0005","The Royal SocietyLondon","Preface","",""
"none","1977-03-31","10.1098/rsta.1977.0105","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1977.0105","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1977.0105?download=true","/doi/epdf/10.1098/rsta.1977.0105","The Royal SocietyLondon","Epilogue","",""
"none","1977-03-31","10.1098/rsta.1977.0038","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1977.0038","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1977.0038?download=true","/doi/epdf/10.1098/rsta.1977.0038","The Royal SocietyLondon","PREFACE","",""
"George William Series","1979-12-20","10.1098/rsta.1979.0089","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1979.0089","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1979.0089?download=true","/doi/epdf/10.1098/rsta.1979.0089","The Royal SocietyLondon","Introductory remarks","",""
"L. L. Green","1948-08-31","10.1098/rsta.1948.0022","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0022","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0022?download=true","/doi/epdf/10.1098/rsta.1948.0022","The Royal SocietyLondon","The emission of light charged particles in the slow neutron fission of uranium","",""
"Harold Davenport","1950-05-03","10.1098/rsta.1950.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1950.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1950.0003?download=true","/doi/epdf/10.1098/rsta.1950.0003","The Royal SocietyLondon","Diophantine inequalities with an infinity of solutions","",""
"R. M. Davies","1948-01-08","10.1098/rsta.1948.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0001?download=true","/doi/epdf/10.1098/rsta.1948.0001","The Royal SocietyLondon","A critical study of the Hopkinson pressure bar","",""
"J. C. Gunn","1947-12-09","10.1098/rsta.1947.0006","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1947.0006","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1947.0006?download=true","/doi/epdf/10.1098/rsta.1947.0006","The Royal SocietyLondon","Linearized supersonic aerofoil theory part II","",""
"J. C. Gunn","1947-12-09","10.1098/rsta.1947.0005","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1947.0005","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1947.0005?download=true","/doi/epdf/10.1098/rsta.1947.0005","The Royal SocietyLondon","Linearized supersonic aerofoil theory part I","",""
"R. S. Rivlin","1948-02-08","10.1098/rsta.1948.0004","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0004","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0004?download=true","/doi/epdf/10.1098/rsta.1948.0004","The Royal SocietyLondon","Large elastic deformations of isotropic materials. III. Some simple problems in cyclindrical polar co-ordinates","",""
"R. S. Rivlin","1948-01-13","10.1098/rsta.1948.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0003?download=true","/doi/epdf/10.1098/rsta.1948.0003","The Royal SocietyLondon","Large elastic deformations of isotropic materials. II. Some uniqueness theorems for pure, homogeneous deformation","",""
"E. N. Grindley","1947-04-29","10.1098/rsta.1947.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1947.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1947.0003?download=true","/doi/epdf/10.1098/rsta.1947.0003","The Royal SocietyLondon","The Earth's magnetic field in Southern Africa at the epoch, 1 July 1930","",""
"R. S. Rivlin","1948-01-13","10.1098/rsta.1948.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0002?download=true","/doi/epdf/10.1098/rsta.1948.0002","The Royal SocietyLondon","Large elastic deformations of isotropic materials. I. Fundamental concepts","",""
"Kathleen Yardley Lonsdale","1947-03-27","10.1098/rsta.1947.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1947.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1947.0002?download=true","/doi/epdf/10.1098/rsta.1947.0002","The Royal SocietyLondon","Divergent-beam X-ray photography of crystals","",""
"P. M. Grundy","1947-08-06","10.1098/rsta.1947.0004","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1947.0004","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1947.0004?download=true","/doi/epdf/10.1098/rsta.1947.0004","The Royal SocietyLondon","On integrally dependent integral domains","",""
"Edmund Clifton Stoner","1948-05-04","10.1098/rsta.1948.0007","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0007","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0007?download=true","/doi/epdf/10.1098/rsta.1948.0007","The Royal SocietyLondon","A mechanism of magnetic hysteresis in heterogeneous alloys","",""
"J. Grange Moore","1947-01-21","10.1098/rsta.1947.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1947.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1947.0001?download=true","/doi/epdf/10.1098/rsta.1947.0001","The Royal SocietyLondon","The determination of the depths and extinction coefficients of shallow water by air photography using colour filters","",""
"B. G. Neal","1950-01-24","10.1098/rsta.1950.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1950.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1950.0001?download=true","/doi/epdf/10.1098/rsta.1950.0001","The Royal SocietyLondon","The lateral instability of yielded mild steel beams of rectangular cross-section","",""
"N. F. Barber","1948-02-24","10.1098/rsta.1948.0005","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0005","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0005?download=true","/doi/epdf/10.1098/rsta.1948.0005","The Royal SocietyLondon","The generation and propagation of ocean waves and swell. I. Wave periods and velocities","",""
"Edna D. Brown","1946-10-31","10.1098/rsta.1946.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1946.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1946.0003?download=true","/doi/epdf/10.1098/rsta.1946.0003","The Royal SocietyLondon","Systematic constructional tables for thin cemented aplanatic lenses","",""
"J. H. Baxendale","1951-01-10","10.1098/rsta.1951.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1951.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1951.0001?download=true","/doi/epdf/10.1098/rsta.1951.0001","The Royal SocietyLondon","A thermodynamical investigation of the system benzene-diphenyl","",""
"N. R. Eyres","1946-08-02","10.1098/rsta.1946.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1946.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1946.0002?download=true","/doi/epdf/10.1098/rsta.1946.0002","The Royal SocietyLondon","The calculation of variable heat flow in solids","",""
"Richard Vynne Southwell","1946-12-31","10.1098/rsta.1946.0004","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1946.0004","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1946.0004?download=true","/doi/epdf/10.1098/rsta.1946.0004","The Royal SocietyLondon","Relaxation methods applied to engineering problems XII. Fluid motions characterized by 'free' stream-lines","",""
"A. A. Ware","1951-03-13","10.1098/rsta.1951.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1951.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1951.0002?download=true","/doi/epdf/10.1098/rsta.1951.0002","The Royal SocietyLondon","A study of high-current toroidal ring discharge","",""
"Joseph Proudman","1946-01-25","10.1098/rsta.1946.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1946.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1946.0001?download=true","/doi/epdf/10.1098/rsta.1946.0001","The Royal SocietyLondon","On the salinity of the surface waters of the Irish Sea","",""
"W. Ledermann","1954-01-12","10.1098/rsta.1954.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1954.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1954.0001?download=true","/doi/epdf/10.1098/rsta.1954.0001","The Royal SocietyLondon","Spectral theory for the differential equations of simple birth and death processes","",""
"J. R. Green","1945-11-06","10.1098/rsta.1945.0005","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1945.0005","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1945.0005?download=true","/doi/epdf/10.1098/rsta.1945.0005","The Royal SocietyLondon","Relaxing methods applied to engineering problems VIII A. Problems relating to large transverse displacements of thin elastic plates","",""
"R. V. Jones","1952-01-24","10.1098/rsta.1952.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1952.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1952.0001?download=true","/doi/epdf/10.1098/rsta.1952.0001","The Royal SocietyLondon","Brownian fluctuations in galvanometers and galvanometer amplifiers","",""
"D. N. De G. Allen","1945-10-10","10.1098/rsta.1945.0004","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1945.0004","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1945.0004?download=true","/doi/epdf/10.1098/rsta.1945.0004","The Royal SocietyLondon","Relaxation methods applied to engineering problems - Stress distributions in elastic solids of revolution","",""
"A. E Green","1948-04-02","10.1098/rsta.1948.0006","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1948.0006","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1948.0006?download=true","/doi/epdf/10.1098/rsta.1948.0006","The Royal SocietyLondon","Three-dimesnional stress systems in isotropic plates. I","",""
"D. N. De G. Allen","1945-10-10","10.1098/rsta.1945.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1945.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1945.0003?download=true","/doi/epdf/10.1098/rsta.1945.0003","The Royal SocietyLondon","Relaxation methods applied to engineering problems - Free transverse vibrations of membranes, with an application (by analogy) to two-dimensional oscillations in an electro-magnetic system","",""
"D. E. Littlewood","1944-11-25","10.1098/rsta.1944.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1944.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1944.0003?download=true","/doi/epdf/10.1098/rsta.1944.0003","The Royal SocietyLondon","On invariant theory under restricted groups","",""
"Derman Guy Christopherson","1945-10-10","10.1098/rsta.1945.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1945.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1945.0002?download=true","/doi/epdf/10.1098/rsta.1945.0002","The Royal SocietyLondon","Relaxation methods applied to engineering problems - The elastic stability of plane frameworks and of flat plating","",""
"D. E. Littlewood","1944-02-04","10.1098/rsta.1944.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1944.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1944.0001?download=true","/doi/epdf/10.1098/rsta.1944.0001","The Royal SocietyLondon","Invariant theory, tensors and group characters","",""
"J. R. Green","1944-12-31","10.1098/rsta.1944.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1944.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1944.0002?download=true","/doi/epdf/10.1098/rsta.1944.0002","The Royal SocietyLondon","Relaxation methods applied to engineering problems IX. High-speed flow of compressible fluid through a two-dimensional nozzle","",""
"L. Fox","1945-10-10","10.1098/rsta.1945.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1945.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1945.0001?download=true","/doi/epdf/10.1098/rsta.1945.0001","The Royal SocietyLondon","Relaxation methods applied to engineering problems - Biharmonic analysis as applied to the flexure and extension of flat elastic plates","",""
"M. P. Barnett","1951-03-20","10.1098/rsta.1951.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1951.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1951.0003?download=true","/doi/epdf/10.1098/rsta.1951.0003","The Royal SocietyLondon","The evaluation of integrals occurring in the theory of molecular structure. Parts I & II","",""
"J. C. Martin","1952-03-04","10.1098/rsta.1952.0007","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1952.0007","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1952.0007?download=true","/doi/epdf/10.1098/rsta.1952.0007","The Royal SocietyLondon","Part V. An experimental study of the collapse of fluid columns on a rigid horizontal plane, in a medium of lower, but comparable, density","",""
"J. C. Martin","1952-03-04","10.1098/rsta.1952.0006","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1952.0006","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1952.0006?download=true","/doi/epdf/10.1098/rsta.1952.0006","The Royal SocietyLondon","Part IV. An experimental study of the collapse of liquid columns on a rigid horizontal plane","",""
"William George Penney","1952-03-04","10.1098/rsta.1952.0005","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1952.0005","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1952.0005?download=true","/doi/epdf/10.1098/rsta.1952.0005","The Royal SocietyLondon","Part III. the dispersion, under gravity, of a column of fluid supported on a rigid horizontal plane","",""
"Herbert Westren Turnbull","1942-06-30","10.1098/rsta.1942.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1942.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1942.0001?download=true","/doi/epdf/10.1098/rsta.1942.0001","The Royal SocietyLondon","The geometry of matrices","",""
"William George Penney","1952-03-04","10.1098/rsta.1952.0004","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1952.0004","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1952.0004?download=true","/doi/epdf/10.1098/rsta.1952.0004","The Royal SocietyLondon","Part II. finite periodic stationary gravity waves in a perfect liquid","",""
